The total streamflow (cms) at the sub/watershed outlet(s) is simulated by DHM-WM global water balance routine as below:
date	I	K	J
2006-12-15	0.0082	0.0026	0.0044
2006-12-16	0.0230	0.0075	0.0109
2006-12-17	0.0156	0.0051	0.0075
2006-12-18	0.0122	0.0039	0.0059
2006-12-19	0.0101	0.0033	0.0049
2006-12-20	0.0167	0.0055	0.0078
2006-12-21	0.0027	0.0008	0.0015
2006-12-22	0.4134	0.1282	0.1701
2006-12-23	0.6400	0.1959	0.3020
2006-12-24	0.4181	0.1302	0.1954
2006-12-25	0.9679	0.2947	0.3165
2006-12-26	0.9909	0.3100	0.3840
2006-12-27	0.6666	0.2133	0.2849
2006-12-28	0.5003	0.1642	0.2133
2006-12-29	0.4185	0.1373	0.1783
2006-12-30	0.3563	0.1160	0.1513
2006-12-31	0.3461	0.1127	0.1457
